Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,cogs,gross income,Rating,Payment_Credit card,Payment_Ewallet,City_Naypyitaw,City_Yangon
268-03-6164,Cairo,1,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,,96.11,4.8055,7.8,False,True,False,False
750-57-9686,Giza,1,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,,181.52,9.076,8.7,True,False,True,False
186-09-3669,Giza,0,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,,81.51,4.0755,9.2,False,True,True,False
848-07-1692,Cairo,1,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,,114.44,5.722,8.3,False,True,False,False
745-71-3520,Alex,0,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,,176.54,8.827,8.2,False,False,False,True
266-76-6436,Giza,0,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,,115.8,5.79,7.5,False,True,True,False
740-22-2500,Giza,1,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,,252.15,12.6075,9.8,False,False,True,False
271-88-8734,Giza,0,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,,972.1,48.605,8.7,True,False,True,False
301-81-8610,Cairo,0,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,,203.36,10.168,6.7,True,False,False,False
489-64-4354,Giza,1,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,,16.28,0.814,5.0,False,False,True,False
198-84-7132,Cairo,0,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,,365.49,18.2745,7.0,False,False,False,False
269-10-8440,Alex,0,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,,372.19,18.6095,8.9,False,False,False,True
650-98-6268,Cairo,0,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,,62.61,3.1305,8.0,True,False,False,False
741-73-3559,Cairo,1,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,,336.35,16.8175,6.9,False,False,False,False
325-77-6186,Alex,0,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,,906.5,45.325,7.3,False,True,False,True
286-75-7818,Cairo,1,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,,138.16,6.908,6.9,True,False,False,False
574-57-9721,Giza,1,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,,86.54,4.327,5.7,False,True,True,False
459-50-7686,Alex,1,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,,140.76,7.038,6.4,False,True,False,True
616-87-0016,Cairo,1,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,,668.78,33.439,9.6,True,False,False,False
837-55-7229,Cairo,1,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,,47.44,2.372,6.8,True,False,False,False
751-69-0068,Giza,1,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,,893.16,44.658,9.0,False,True,True,False
257-73-1380,Giza,0,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,,331.72,16.586,9.6,False,True,True,False
345-08-4992,Alex,1,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,,203.94,10.197,7.7,True,False,False,True
549-96-4200,Giza,0,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,,68.16,3.408,7.0,False,True,True,False
810-60-6344,Giza,1,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,,326.88,16.344,6.5,True,False,True,False
450-28-2866,Giza,0,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,,87.2,4.36,8.1,False,False,True,False
394-30-3170,Cairo,0,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,,707.44,35.372,4.3,True,False,False,False
138-17-5109,Alex,0,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,,802.89,40.1445,6.5,True,False,False,True
192-98-7397,Giza,1,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,,12.78,0.639,9.5,False,True,True,False
301-11-9629,Alex,1,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,,133.7,6.685,9.7,False,False,False,True
390-80-5128,Cairo,0,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,,19.15,0.9575,9.5,True,False,False,False
235-46-8343,Giza,0,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,,276.6,13.83,8.9,True,False,True,False
453-12-7053,Giza,1,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,,137.22,6.861,6.5,True,False,True,False
296-11-7041,Cairo,0,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,,27.07,1.3535,5.3,True,False,False,False
449-27-2918,Cairo,0,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,,39.12,1.956,9.6,True,False,False,False
891-01-7034,Cairo,1,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,,448.26,22.413,6.7,False,False,False,False
744-09-5786,Cairo,1,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,,132.06,6.603,7.6,False,False,False,False
727-17-0390,Alex,1,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,,318.05,15.9025,4.8,False,True,False,True
568-88-3448,Alex,1,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,,25.0,1.25,5.5,False,True,False,True
187-83-5490,Alex,0,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,,83.08,4.154,4.7,False,False,False,True
767-54-1907,Cairo,0,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,,147.8,7.39,6.9,False,False,False,False
710-46-4433,Cairo,0,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,,696.6,34.83,4.5,True,False,False,False
533-33-5337,Cairo,1,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,,793.9,39.695,6.2,False,False,False,False
325-90-8763,Giza,0,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,,465.7,23.285,7.6,False,False,True,False
729-46-7422,Giza,1,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,,35.89,1.7945,7.9,True,False,True,False
639-76-1242,Giza,1,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,,202.6,10.13,4.5,False,False,True,False
234-03-4040,Cairo,0,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,,730.5,36.525,8.7,True,False,False,False
326-71-2155,Giza,1,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,,295.8,14.79,6.1,False,False,True,False
320-32-8842,Giza,0,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,,22.62,1.131,6.4,False,False,True,False
470-32-9057,Alex,0,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,,256.7,12.835,9.1,True,False,False,True
878-30-2331,Giza,0,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,,545.5,27.275,7.1,True,False,True,False
440-59-5691,Giza,0,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,,260.05,13.0025,7.7,True,False,True,False
554-53-3790,Cairo,1,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,,222.12,11.106,4.5,False,False,False,False
746-19-0921,Giza,1,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,,21.58,1.079,7.2,False,True,True,False
233-34-0817,Giza,0,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,,98.84,4.942,8.4,False,False,True,False
767-05-1286,Giza,0,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,,502.62,25.131,5.4,False,True,True,False
340-21-9136,Alex,0,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,,160.2,8.01,9.7,False,False,False,True
405-31-3305,Alex,0,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,,431.3,21.565,5.5,True,False,False,True
731-59-7531,Cairo,0,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,,580.56,29.028,4.6,False,False,False,False
676-39-6028,Alex,0,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,,322.2,16.11,6.6,False,False,False,True
502-05-1910,Alex,1,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,,195.54,9.777,6.3,True,False,False,True
485-30-8700,Alex,1,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,,166.3,8.315,4.2,True,False,False,True
598-47-9715,Giza,1,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,,336.28,16.814,4.4,False,True,True,False
701-69-8742,Cairo,1,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,,343.7,17.185,6.7,False,True,False,False
575-67-1508,Alex,1,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,,38.6,1.93,6.7,False,True,False,True
541-08-3113,Giza,1,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,,527.76,26.388,8.4,False,False,True,False
246-11-3901,Giza,1,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,,328.0,16.4,6.2,False,False,True,False
674-15-9296,Alex,1,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,,185.7,9.285,5.0,False,True,False,True
305-18-3552,Cairo,0,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,,603.8,30.19,6.0,False,False,False,False
493-65-6248,Giza,0,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,,369.8,18.49,7.0,True,False,True,False
438-01-4015,Cairo,0,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,,197.96,9.898,6.6,False,True,False,False
709-58-4068,Cairo,1,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,,410.9,20.545,7.3,False,False,False,False
795-49-7276,Alex,1,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,,148.6,7.43,8.3,False,True,False,True
556-72-8512,Giza,1,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,,22.96,1.148,4.3,False,False,True,False
627-95-3243,Cairo,0,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,,699.12,34.956,9.8,False,True,False,False
686-41-0932,Cairo,1,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,,69.4,3.47,8.2,False,True,False,False
510-09-5628,Alex,0,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,,196.6,9.83,7.2,True,False,False,True
608-04-3797,Cairo,0,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,,202.56,10.128,8.7,False,True,False,False
148-82-2527,Giza,0,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,,121.2,6.06,8.4,True,False,True,False
437-53-3084,Cairo,1,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,,199.78,9.989,7.1,False,True,False,False
632-32-4574,Cairo,1,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,,607.36,30.368,5.5,False,False,False,False
556-97-7101,Giza,1,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,,126.44,6.322,8.5,False,False,True,False
862-59-8517,Giza,1,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,,541.44,27.072,6.2,False,False,True,False
401-18-8016,Cairo,0,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,,98.13,4.9065,8.9,False,False,False,False
420-18-8989,Alex,0,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,,412.16,20.608,9.6,False,False,False,True
277-63-2961,Cairo,0,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,,73.97,3.6985,5.4,True,False,False,False
573-98-8548,Giza,0,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,,31.9,1.595,9.1,False,True,True,False
620-02-2046,Giza,1,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,,138.8,6.94,9.0,False,True,True,False
282-35-2475,Cairo,1,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,,186.62,9.331,6.3,False,False,False,False
511-54-3087,Cairo,1,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,,88.45,4.4225,9.5,True,False,False,False
726-29-6793,Alex,0,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,,193.44,9.672,9.8,False,True,False,True
387-49-4215,Cairo,0,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,,145.5,7.275,6.7,False,False,False,False
862-17-9201,Cairo,1,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,,504.3,25.215,7.7,True,False,False,False
291-21-5991,Cairo,0,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,,306.45,15.3225,7.0,False,False,False,False
602-80-9671,Giza,0,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,,95.7,4.785,5.1,True,False,True,False
347-72-6115,Cairo,0,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,,635.18,31.759,6.2,True,False,False,False
209-61-0206,Alex,1,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,,214.55,10.7275,6.1,False,True,False,True
595-27-4851,Alex,1,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,,379.96,18.998,9.3,False,True,False,True
189-52-0236,Alex,1,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,,696.85,34.8425,7.6,False,False,False,True
503-07-0930,Giza,0,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,,408.73,20.4365,8.2,True,False,True,False
413-20-6708,Giza,0,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,,51.47,2.5735,8.5,False,True,True,False
425-85-2085,Cairo,0,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,,274.3,13.715,9.8,False,True,False,False
521-18-7827,Giza,0,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,,196.95,9.8475,8.7,True,False,True,False
220-28-1851,Alex,1,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,,69.46,3.473,9.7,False,True,False,True
600-38-9738,Giza,0,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,,359.6,17.98,4.3,True,False,True,False
734-91-1155,Cairo,1,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,,137.13,6.8565,7.7,True,False,False,False
451-28-5717,Giza,0,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,,499.02,24.951,7.3,False,False,True,False
609-81-8548,Alex,0,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,,224.64,11.232,5.9,True,False,False,True
133-14-7229,Giza,1,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,,125.74,6.287,5.0,False,False,True,False
534-01-4457,Alex,1,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,,490.26,24.513,8.0,True,False,False,True
719-89-8991,Alex,0,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,,457.05,22.8525,7.1,False,True,False,True
286-62-6248,Cairo,1,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,,156.84,7.842,9.0,True,False,False,False
339-38-9982,Cairo,0,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,,119.72,5.986,6.7,False,True,False,False
827-44-5872,Cairo,0,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,,543.6,27.18,6.1,True,False,False,False
827-77-7633,Alex,1,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,,882.81,44.1405,9.3,False,False,False,True
287-83-1405,Alex,1,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,,152.58,7.629,7.0,False,True,False,True
435-13-4908,Alex,0,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,,693.44,34.672,7.2,True,False,False,True
857-67-9057,Cairo,1,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,,229.5,11.475,8.2,False,True,False,False
236-27-1144,Giza,1,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,,146.79,7.3395,8.4,False,True,True,False
892-05-6689,Alex,1,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,,141.6,7.08,6.2,False,True,False,True
583-41-4548,Giza,1,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,,116.69,5.8345,7.4,False,True,True,False
339-12-4827,Cairo,0,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,,73.96,3.698,5.0,True,False,False,False
643-38-7867,Alex,1,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,,97.94,4.897,6.9,False,True,False,True
308-81-0538,Alex,1,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,,292.2,14.61,4.9,True,False,False,True
358-88-9262,Giza,0,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,,524.88,26.244,5.1,False,True,True,False
460-35-4390,Alex,1,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,,92.04,4.602,9.1,False,True,False,True
343-87-0864,Giza,0,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,,75.88,3.794,7.1,True,False,True,False
173-50-1108,Cairo,0,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,,80.72,4.036,5.0,True,False,False,False
243-47-2663,Giza,0,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,,112.62,5.631,5.5,True,False,True,False
841-18-8232,Cairo,1,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,,71.2,3.56,9.2,True,False,False,False
701-23-5550,Cairo,0,Male,Home and lifestyle,38.81,4,7.762,163.002,2019-03-19,,155.24,7.762,4.9,False,True,False,False
647-50-1224,Alex,1,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,,294.2,14.71,8.9,False,True,False,True
541-48-8554,Alex,1,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,,548.55,27.4275,6.0,True,False,False,True
539-21-7227,Cairo,1,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,,257.7,12.885,4.2,False,False,False,False
213-32-1216,Alex,1,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,,396.36,19.818,7.3,False,False,False,True
747-58-7183,Cairo,1,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,,171.81,8.5905,6.5,False,True,False,False
582-52-8065,Cairo,1,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,,488.79,24.4395,8.9,False,False,False,False
210-57-1719,Cairo,1,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,,524.16,26.208,9.7,False,False,False,False
399-69-4630,Giza,1,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,,133.26,6.663,8.6,True,False,True,False
134-75-2619,Alex,0,Male,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,,135.24,6.762,6.9,False,False,False,True
356-44-8813,Cairo,1,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,,112.44,5.622,7.7,True,False,False,False
198-66-9832,Cairo,0,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,,144.08,7.204,9.5,False,False,False,False
283-26-5248,Giza,0,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,,985.2,49.26,4.5,False,True,True,False
712-39-0363,Alex,0,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,,249.96,12.498,5.6,False,True,False,True
218-59-9410,Alex,0,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,,217.26,10.863,8.2,False,True,False,True
174-75-0888,Cairo,1,Male,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,,194.22,9.711,7.3,False,False,False,False
866-99-7614,Giza,1,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,,892.0,44.6,4.4,True,False,True,False
134-54-4720,Cairo,1,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,,339.36,16.968,5.7,False,True,False,False
760-90-2357,Alex,0,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,,447.06,22.353,5.0,False,True,False,True
514-37-2845,Cairo,1,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,,198.5,9.925,9.0,False,False,False,False
698-98-5964,Alex,1,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,,812.1,40.605,6.3,True,False,False,True
718-57-9773,Giza,1,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,,493.3,24.665,9.4,True,False,True,False
651-88-7328,Alex,1,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,,591.66,29.583,7.7,False,False,False,True
241-11-2261,Cairo,1,Female,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,,559.02,27.951,5.5,True,False,False,False
408-26-9866,Giza,1,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,,517.86,25.893,4.1,False,True,True,False
834-83-1826,Cairo,0,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,,410.2,20.51,7.6,True,False,False,False
343-61-3544,Cairo,0,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,,266.7,13.335,8.6,False,False,False,False
239-48-4278,Alex,0,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,,70.91,3.5455,8.3,False,True,False,True
355-34-6244,Cairo,1,Male,Food and beverages,72.39,2,7.239,152.019,2019-01-13,,144.78,7.239,8.1,True,False,False,False
550-84-8664,Alex,1,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,,429.55,21.4775,8.6,True,False,False,True
339-96-8318,Cairo,0,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,,569.17,28.4585,6.3,False,True,False,False
458-61-0011,Cairo,1,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,,241.2,12.06,5.8,False,False,False,False
592-34-6155,Giza,1,Male,Food and beverages,31.77,4,6.354,133.434,2019-01-14,,127.08,6.354,6.2,False,True,True,False
797-88-0493,Alex,1,Female,Health and beauty,64.27,4,12.854,269.934,2019-03-26,,257.08,12.854,7.7,False,False,False,True
207-73-1363,Cairo,1,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,,139.02,6.951,8.1,False,True,False,False
390-31-6381,Giza,1,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,,81.66,4.083,7.3,False,False,True,False
443-82-0585,Alex,0,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,,310.72,15.536,8.4,False,False,False,True
339-18-7061,Giza,0,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,,185.96,9.298,8.0,True,False,True,False
359-90-3665,Cairo,0,Female,Fashion accessories,18.08,4,3.616,75.936,2019-01-14,,72.32,3.616,9.5,True,False,False,False
375-72-3056,Cairo,1,Male,Sports and travel,63.06,3,9.459,198.639,2019-01-19,,189.18,9.459,7.0,False,True,False,False
127-47-6963,Alex,1,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,,206.84,10.342,9.8,True,False,False,True
278-86-2735,Alex,1,Female,Food and beverages,52.34,3,7.851,164.871,2019-03-27,,157.02,7.851,9.2,False,False,False,True
695-28-6250,Alex,1,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,,215.3,10.765,7.7,False,True,False,True
379-17-6588,Giza,1,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,,596.1,29.805,5.3,False,False,True,False
227-50-3718,Alex,1,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,,73.1,3.655,4.4,False,False,False,True
302-15-2162,Giza,0,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,,279.18,13.959,4.3,True,False,True,False
788-07-8452,Giza,0,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,,169.68,8.484,9.4,False,True,True,False
560-49-6611,Alex,0,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,,45.58,2.279,9.8,False,False,False,True
880-35-0356,Alex,0,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,,225.6,11.28,4.8,False,True,False,True
585-11-6748,Cairo,0,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,,290.4,14.52,5.3,False,False,False,False
470-31-3286,Cairo,1,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,,44.46,2.223,8.7,True,False,False,False
152-68-2907,Alex,1,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,,156.6,7.83,9.5,True,False,False,True
123-35-4896,Giza,1,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,,419.94,20.997,5.3,False,True,True,False
258-69-7810,Giza,1,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,,184.25,9.2125,9.2,False,False,True,False
334-64-2006,Alex,0,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,,140.64,7.032,9.6,False,True,False,True
219-61-4139,Giza,1,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23,,83.08,4.154,6.4,False,True,True,False
881-41-7302,Giza,1,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,,64.99,3.2495,4.5,True,False,True,False
373-09-4567,Giza,1,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,,775.6,38.78,6.9,False,True,True,False
642-30-6693,Cairo,1,Female,Sports and travel,54.51,6,16.353,343.413,2019-03-17,,327.06,16.353,7.8,False,True,False,False
484-22-8230,Giza,0,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,,363.23,18.1615,4.5,False,False,True,False
830-58-2383,Cairo,1,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,,127.0,6.35,8.6,False,False,False,False
559-98-9873,Alex,0,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,,375.55,18.7775,5.2,False,True,False,True
544-32-5024,Giza,0,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,,199.16,9.958,6.4,True,False,True,False
318-12-0304,Alex,1,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,,30.61,1.5305,5.2,False,True,False,True
349-97-8902,Cairo,0,Male,Food and beverages,57.89,2,5.789,121.569,2019-01-17,,115.78,5.789,8.9,False,True,False,False
421-95-9805,Alex,1,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,,28.96,1.448,6.2,True,False,False,True
277-35-5865,Giza,0,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,,890.73,44.5365,6.7,False,False,True,False
789-23-8625,Cairo,0,Male,Fashion accessories,93.22,3,13.983,293.643,2019-01-24,,279.66,13.983,7.2,False,False,False,False
284-54-4231,Giza,0,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,,80.93,4.0465,9.0,True,False,True,False
443-59-0061,Alex,0,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,,674.5,33.725,4.2,False,True,False,True
509-29-3912,Alex,0,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,,348.48,17.424,4.2,False,True,False,True
327-40-9673,Cairo,0,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,,435.6,21.78,6.9,False,False,False,False
840-19-2096,Giza,0,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,,439.55,21.9775,4.4,False,True,True,False
828-46-6863,Alex,0,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,,591.18,29.559,4.0,True,False,False,True
641-96-3695,Giza,0,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,,260.76,13.038,8.5,False,True,True,False
420-97-3340,Alex,1,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,,215.04,10.752,9.2,True,False,False,True
436-54-4512,Alex,0,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,,91.61,4.5805,9.8,False,False,False,True
670-79-6321,Cairo,0,Female,Home and lifestyle,94.59,7,33.1065,695.2365,2019-01-17,,662.13,33.1065,4.9,True,False,False,False
